id	chr	gene_length
NM_138614	chr3	25207
NM_030884	chr3	59618
NM_002375	chr3	238526
NM_030885	chr3	116141
NM_001789	chr3	31134
NM_201567	chr3	31134
NM_004345	chr3	2114
NM_016089	chr3	29833
NM_005793	chr3	7258
NM_207102	chr3	22480
NM_002673	chr3	21480
NM_015933	chr3	3852
NM_032166	chr3	18837
NM_130384	chr3	18837
NM_033627	chr3	20826
NM_033628	chr3	13334
NM_016381	chr3	2599
NM_033629	chr3	2599
NM_016479	chr3	32465
NM_004567	chr3	39103
NM_033199	chr3	2049
NM_000094	chr3	31180
NM_003365	chr3	10667
NM_001008269	chr3	914
NM_022911	chr3	9771
NM_000183	chr2	45717
NM_000182	chr2	54090
NM_001407	chr3	26452
NM_016453	chr3	12055
NM_184231	chr3	12055
NM_001005909	chr3	29270
NM_016291	chr3	29270
NM_001005910	chr3	23824
NM_001005911	chr3	23824
NM_004157	chr3	97178
NM_000387	chr3	41965
NM_006321	chr3	66689
NM_017732	chr3	17239
NM_177938	chr3	17239
NM_177939	chr3	17239
NM_018031	chr3	8557
NM_001009996	chr3	3583
NM_018114	chr3	6033
NM_199074	chr3	3017
NM_199073	chr3	2307
NM_199069	chr3	1851
NM_199070	chr3	1851
NM_199417	chr3	1851
NM_000884	chr3	5108
NM_017730	chr3	64363
NM_198880	chr3	64363
NM_005051	chr3	8806
NM_006677	chr3	12106
NM_022903	chr3	3786
NM_173546	chr3	4851
NM_178173	chr3	59295
NM_198562	chr3	8234
NM_003363	chr3	62522
NM_199443	chr3	62522
NM_000581	chr3	1181
NM_201397	chr3	1181
NM_001664	chr3	52946
NM_022171	chr3	4270
NM_000481	chr3	5801
NM_004393	chr3	65454
NM_001640	chr3	9499
NM_020998	chr3	4707
NM_022064	chr3	31972
NM_198722	chr3	2159
NM_013334	chr3	2453
NM_021971	chr3	2453
NM_001006115	chr3	62246
NM_153273	chr3	62246
NM_001007540	chr3	1604
NM_203370	chr3	1777
NM_003335	chr3	8753
NM_005879	chr3	27965
NM_024046	chr3	11948
NM_002447	chr3	16633
NM_032355	chr3	20952
NM_005777	chr3	137090
NM_005778	chr3	30023
NM_004186	chr3	33660
NM_000172	chr3	4907
NM_144499	chr3	4907
NM_006841	chr3	15698
NM_002070	chr3	23140
NM_001005914	chr3	9531
NM_004636	chr3	9531
NM_153215	chr3	9027
NM_006764	chr3	4799
NM_003549	chr3	6638
NM_012191	chr3	2879
NM_007312	chr3	3684
NM_033159	chr3	3684
NM_153282	chr3	3684
NM_153283	chr3	3684
NM_153284	chr3	3684
NM_153285	chr3	3684
NM_153286	chr3	3684
NM_153281	chr3	12492
NM_033158	chr3	3660
NM_003773	chr3	4903
NM_007275	chr3	3328
NM_000642	chr1	73940
NM_170712	chr3	8446
NM_007182	chr3	11151
NM_170714	chr3	11151
NM_139048	chr3	56438
NM_015896	chr3	4620
NM_006545	chr3	3568
NM_007022	chr3	3198
NM_007024	chr3	4760
NM_001005505	chr3	140661
NM_006030	chr3	140661
NM_016210	chr3	9720
NM_016173	chr3	15511
NM_145071	chr3	5278
NM_004635	chr3	32119
NM_004947	chr3	708993
NM_006010	chr3	4073
NM_013286	chr3	6604
NM_014703	chr3	100704
NM_015106	chr3	35894
NM_015926	chr3	33048
NM_000839	chr3	9660
NM_203424	chr3	1796
NM_152397	chr3	8459
NM_004704	chr3	8477
NM_001003931	chr3	6521
NM_001003935	chr3	6521
NM_005485	chr3	6521
NM_080865	chr3	2123
NM_020418	chr3	4178
NM_033009	chr3	4178
NM_033010	chr3	5434
NM_033008	chr3	9995
NM_032750	chr3	5499
NM_015407	chr3	6127
NM_000666	chr3	5655
NM_000992	chr3	2314
NM_001947	chr3	5531
NM_015426	chr3	79151
NM_199166	chr3	16228
NM_000688	chr3	16200
NM_017442	chr3	5082
NM_007284	chr3	10557
NM_144641	chr3	4426
NM_025222	chr3	5453
NM_145262	chr3	5621
NM_015512	chr3	83988
NM_004656	chr3	8983
NM_016483	chr3	13130
NM_173341	chr3	13130
NM_020163	chr3	11776
NM_003280	chr3	2941
NM_007184	chr3	37465
NM_015136	chr3	29154
NM_022908	chr3	10668
NM_005816	chr3	110280
NM_001632	chr2	4250
NM_001040445	chr2	25265
NM_015101	chr1	101897
NM_001821	chr1	7065
NM_014366	chr3	8573
NM_206825	chr3	8573
NM_206826	chr3	8573
NM_152932	chr3	9118
NM_001010983	chr3	11544
NM_018446	chr3	11544
NM_014041	chr3	2353
NM_003157	chr3	60138
NM_002215	chr3	14470
NM_002217	chr3	14001
NM_002218	chr3	17688
NM_205853	chr3	1941
NM_198563	chr3	57650
NM_001005159	chr3	140654
NM_001005158	chr3	141443
NM_016329	chr3	141443
NM_052859	chr3	39653
NM_006254	chr3	31509
NM_212539	chr3	31509
NM_001064	chr3	30286
NM_018403	chr3	60226
NM_000720	chr3	316885
NM_018397	chr3	28536
NM_022899	chr3	15033
NM_021237	chr3	6763
NM_018398	chr3	951890
NM_020678	chr3	9688
NM_003392	chr3	21588
NM_015576	chr3	960056
NM_001012506	chr3	64642
NM_015224	chr3	43781
NM_019555	chr3	74508
NM_181727	chr3	14992
NM_003865	chr3	2056
NM_001080973	chr3	75394
NM_017563	chr3	80325
NM_130387	chr3	10602
NM_198564	chr3	46338
NM_177966	chr3	5678
NM_001660	chr3	25989
NM_152678	chr3	67618
NM_007159	chr3	171721
NM_004944	chr3	22045
NM_020676	chr3	57151
NM_007042	chr3	12221
NM_017771	chr3	92262
NM_000925	chr3	6197
NM_153331	chr3	3988
NM_003500	chr3	32053
NM_138805	chr3	32891
NM_198463	chr3	307979
NM_002012	chr3	1502087
NM_002841	chr3	732453
NM_020685	chr3	13923
NM_018008	chr3	3658
NM_003716	chr3	477033
NM_183393	chr3	477033
NM_183394	chr3	477033
NM_144642	chr3	173573
NM_025075	chr3	29963
NM_000333	chr3	136094
NM_014814	chr3	12890
NM_198859	chr3	131581
NM_182920	chr3	172033
NM_001033057	chr3	684603
NM_015520	chr3	684603
NM_004742	chr3	679564
NM_022075	chr1	9791
NM_015541	chr3	121624
NM_032505	chr3	12228
NM_003848	chr3	279863
NM_213609	chr3	541316
NM_001005527	chr3	200795
NM_182522	chr3	200795
NM_173654	chr3	38406
NM_003968	chr3	25643
NM_198195	chr3	25643
NM_198197	chr3	25643
NM_006407	chr3	21148
NM_198271	chr3	15678
NM_198159	chr3	228854
NM_006722	chr3	204525
NM_198177	chr3	102045
NM_198178	chr3	89231
NM_000248	chr3	31734
NM_198158	chr3	31734
NM_001013679	chr3	4064
NM_032682	chr3	628404
NM_001012505	chr3	386105
NM_173359	chr3	70898
NM_018971	chr3	1127
NM_021935	chr3	13406
NM_018130	chr3	99169
NM_174907	chr3	68893
NM_018029	chr3	1660
NM_015009	chr3	242421
NM_020872	chr3	258622
NM_133631	chr3	422185
NM_002941	chr3	992672
NM_153184	chr3	342317
NM_016206	chr3	53133
NM_014043	chr3	28052
NM_000306	chr3	16955
NM_001008390	chr3	7041
NM_003663	chr3	7041
NM_173824	chr3	6957
NM_005233	chr3	374609
NM_182644	chr3	292684
NM_000313	chr3	100749
NM_144996	chr3	75140
NM_182896	chr3	75140
NM_001001850	chr3	14240
NM_176815	chr3	4891
NM_022072	chr3	63776
NM_032146	chr3	33775
NM_177976	chr3	33775
NM_054106	chr3	928
NM_001005338	chr3	940
NM_001005514	chr3	933
NM_001005515	chr3	940
NM_001005479	chr3	978
NM_001005482	chr3	945
NM_001005517	chr3	964
NM_001005516	chr3	965
NM_001004737	chr3	950
NM_005290	chr3	1081
NM_000097	chr3	14150
NM_006100	chr3	61663
NM_080927	chr3	105719
NM_001850	chr3	157705
NM_020351	chr3	157705
NM_207486	chr3	3360
NM_032359	chr3	360766
NM_018309	chr3	62660
NM_020202	chr3	20624
NM_014820	chr3	37917
NM_018004	chr3	84823
NM_032787	chr3	85821
NM_001007565	chr3	39651
NM_006070	chr3	39651
NM_015429	chr3	244134
NM_016247	chr3	94132
NM_001077198	chr2	10259
NM_020357	chr3	20238
NM_014415	chr3	27627
NM_000986	chr3	5630
NM_024548	chr3	42688
NM_145037	chr3	44378
NM_001005474	chr3	33009
NM_031419	chr3	11508
NM_175056	chr3	44827
NM_001627	chr3	210031
NM_170662	chr3	210778
NM_032600	chr3	1294
NM_020235	chr3	282908
NM_001025079	chr3	47995
NM_001777	chr3	47995
NM_198793	chr3	47995
NM_018010	chr3	61589
NM_007072	chr3	75794
NM_020890	chr3	38884
NM_014648	chr3	105109
NM_032579	chr3	2317
NM_016388	chr3	32084
NM_005459	chr3	45971
NM_014429	chr3	159880
NM_138815	chr3	22724
NM_018189	chr3	11193
NM_015480	chr3	62198
NM_015149	chr1	292458
NM_024508	chr3	2419
NM_153268	chr3	171772
NM_145753	chr3	92310
NM_018394	chr3	14308
NM_001008272	chr3	15149
NM_013259	chr3	15149
NM_001008273	chr3	14728
NM_024616	chr3	31805
NM_001008756	chr3	12430
NM_152785	chr3	12430
NM_183061	chr3	153320
NM_181780	chr3	33603
NM_022488	chr3	29126
NM_017945	chr3	22108
NM_199511	chr3	36567
NM_199512	chr3	36567
NM_001008784	chr3	30242
NM_138806	chr3	52406
NM_170780	chr3	52406
NM_138939	chr3	46173
NM_138940	chr3	46173
NM_014170	chr3	10421
NM_138485	chr3	10421
NM_001025072	chr3	17262
NM_001025073	chr3	17262
NM_015412	chr3	17262
NM_033254	chr3	74929
NM_018338	chr3	78629
NM_144718	chr3	72435
NM_207328	chr2	13033
NM_025146	chr3	27256
NM_001690	chr3	64994
NM_017577	chr3	108341
NM_173570	chr3	15078
NM_020817	chr3	92475
NM_024638	chr3	31656
NM_000796	chr3	50343
NM_033663	chr3	50343
NM_007136	chr3	2945
NM_173799	chr3	15474
NM_015642	chr3	808603
NM_002045	chr3	97701
NM_002338	chr3	635229
NM_001015887	chr3	134196
NM_152538	chr3	245418
NM_152539	chr3	5306
NM_006952	chr3	31575
NM_003778	chr3	29157
NM_212543	chr3	29157
NM_020754	chr3	123345
NM_018266	chr3	32771
NM_020231	chr3	24195
NM_152305	chr3	25754
NM_016589	chr3	25756
NM_001125	chr3	10269
NM_015900	chr3	31907
NM_022135	chr3	18497
NM_005694	chr3	7872
NM_033364	chr3	63815
NM_003889	chr3	38001
NM_033013	chr3	38001
NM_022002	chr3	35775
NM_002093	chr3	266966
NM_153002	chr3	77066
NM_007085	chr3	56699
NM_004547	chr3	6046
NM_138391	chr1	16664
NM_005513	chr3	32547
NM_199420	chr3	114556
NM_001012659	chr3	22691
NM_016298	chr3	34659
NM_005335	chr3	29469
NM_004487	chr3	85653
NM_001023570	chr3	65083
NM_001023571	chr3	65023
NM_018456	chr3	51339
NM_021082	chr3	47171
NM_175924	chr3	34860
NM_000388	chr3	102813
NM_005213	chr3	16803
NM_001017928	chr3	23638
NM_014367	chr3	25938
NM_019069	chr3	4183
NM_002264	chr3	93037
NM_031458	chr3	36652
NM_138287	chr3	10011
NM_152615	chr3	21012
NM_017554	chr3	31517
NM_024610	chr3	53805
NM_032839	chr3	84855
NM_006810	chr3	94911
NM_183357	chr3	163994
NM_198402	chr3	93629
NM_053031	chr3	8386
NM_053032	chr3	8386
NM_007177	chr3	13645
NM_014139	chr3	104793
NM_001076778	chr3	13645
NM_001037866	chr2	40700
NM_001037866	chr2	40651
NM_022757	chr3	43363
NM_017578	chr3	22319
NM_003947	chr3	425114
NM_001024660	chr3	626451
NM_007064	chr3	136507
NM_000373	chr3	14416
NM_002213	chr3	124349
NM_033049	chr3	29292
NM_024628	chr3	130102
NM_021964	chr3	143175
NM_003794	chr3	73564
NM_022776	chr3	66231
NM_001015050	chr3	7765
NM_001012337	chr3	14267
NM_001008487	chr3	50418
NM_001008485	chr3	77934
NM_001008486	chr3	77934
NM_017836	chr3	77934
NM_012190	chr3	77078
NM_014079	chr3	14760
NM_182628	chr3	41617
NM_144639	chr3	36471
NM_152889	chr3	18958
NM_152533	chr3	9239
NM_032343	chr3	256127
NM_032242	chr3	48727
NM_001007534	chr3	5052
NM_016372	chr3	7366
NM_004526	chr3	24022
NM_015720	chr3	43586
NM_032548	chr3	7982
NM_172027	chr3	7982
NM_172028	chr3	7982
NM_007283	chr3	133791
NM_001003794	chr3	134141
NM_207335	chr3	64250
NM_013336	chr3	19314
NM_003707	chr3	42840
NM_021937	chr3	255176
NM_153330	chr3	4810
NM_032638	chr3	13757
NM_007354	chr3	4086
NM_002950	chr3	30907
NM_004637	chr3	88663
NM_014049	chr3	33503
NM_024768	chr3	10292
NM_000174	chr3	1603
NM_198490	chr3	34202
NM_020701	chr3	31795
NM_003418	chr3	14267
NM_016128	chr3	28162
NM_020187	chr3	26450
NM_001006109	chr3	26317
NM_006026	chr3	1503
NM_001025468	chr3	5306
NM_207307	chr3	27330
NM_003925	chr3	9060
NM_018262	chr3	80223
NM_052985	chr3	80223
NM_052989	chr3	80223
NM_052990	chr3	80223
NM_000539	chr3	6705
NM_153833	chr3	8147
NM_015103	chr3	51644
NM_015008	chr3	40446
NM_001017395	chr3	232673
NM_007117	chr3	3218
NM_001030078	chr3	1513
NM_014602	chr3	67918
NM_014382	chr3	108559
NM_001001485	chr3	122120
NM_001001486	chr3	122120
NM_001001487	chr3	122120
NM_014065	chr3	12926
NM_145910	chr3	148248
NM_024800	chr3	323577
NM_152395	chr3	4223
NM_007208	chr3	40784
NM_130808	chr3	500261
NM_001099	chr3	41342
NM_001031685	chr1	66079
NM_005426	chr1	66079
NM_001035	chr1	791587
NM_032169	chr3	101941
NM_016557	chr3	5287
NM_178445	chr3	2400
NM_024818	chr3	17476
NM_198329	chr3	17476
NM_153240	chr3	41823
NM_023943	chr3	357803
NM_003571	chr3	75267
NM_017548	chr3	16531
NM_007027	chr3	61204
NM_001063	chr3	32401
NM_021203	chr3	14847
NM_025041	chr3	1667
NM_005630	chr3	97187
NM_016201	chr3	19217
NM_015391	chr3	8280
NM_178554	chr3	47741
NM_004441	chr3	465046
NM_002718	chr3	182167
NM_181897	chr3	125152
NM_018133	chr3	46929
NM_005862	chr3	415247
NM_025246	chr3	36750
NM_006153	chr3	86895
NM_144717	chr3	53214
NM_004189	chr3	818
NM_001002026	chr3	34837
NM_016369	chr3	23489
NM_173543	chr3	53618
NM_016161	chr3	8141
NM_016216	chr3	13921
NM_014154	chr3	59581
NM_213654	chr3	59581
NM_015396	chr3	110072
NM_178130	chr3	68450
NM_012219	chr3	32669
NM_024626	chr1	67340
NM_024491	chr3	99941
NM_001033030	chr3	24670
NM_001033031	chr3	24670
NM_001033032	chr3	24670
NM_018147	chr3	24293
NM_006219	chr3	103953
NM_023067	chr3	2735
NM_001013650	chr3	1896
NM_001004315	chr3	2791
NM_020191	chr3	13025
NM_004766	chr3	32027
NM_004164	chr3	23626
NM_002899	chr3	22207
NM_178177	chr3	117800
NM_022131	chr3	632424
NM_152616	chr3	23111
NM_018155	chr3	35466
NM_080862	chr3	96710
NM_001037172	chr3	62804
NM_152282	chr3	62804
NM_006506	chr3	125272
NM_014245	chr3	8192
NM_183237	chr3	8192
NM_139209	chr3	38848
NM_001679	chr3	49913
NM_006286	chr3	77107
NM_001039547	chr3	68060
NM_001042604	chr3	141403
NM_001184	chr3	129572
NM_002670	chr3	90158
NM_013363	chr3	71223
NM_004267	chr3	3143
NM_173653	chr3	583225
NM_173552	chr3	20289
NM_000935	chr3	92055
NM_182943	chr3	92055
NM_020353	chr3	58745
NM_020359	chr3	62641
NM_021105	chr3	29529
NM_032153	chr3	20571
NM_003412	chr3	7324
NM_001080438	chr1	14333
NM_001871	chr3	32383
NM_001870	chr3	31779
NM_004130	chr3	36044
NM_003071	chr3	56438
NM_145697	chr1	33831
NM_032383	chr3	43935
NM_138786	chr3	12564
NM_014220	chr3	8764
NM_004617	chr3	28635
NM_015472	chr3	137750
NM_016094	chr3	11747
NM_007282	chr3	149420
NM_183381	chr3	149420
NM_183382	chr3	149420
NM_183383	chr3	149420
NM_183384	chr3	149420
NM_014779	chr3	50826
NM_032025	chr3	39229
NM_016275	chr3	27167
NM_152394	chr3	44066
NM_005067	chr3	22353
NM_052995	chr3	18073
NM_174878	chr3	46433
NM_013308	chr3	5354
NM_023915	chr3	22740
NM_023914	chr3	2858
NM_176894	chr3	3240
NM_176876	chr3	3210
NM_022788	chr3	47169
NM_178822	chr3	22020
NM_207365	chr3	23838
NM_001086	chr3	14417
NM_033050	chr3	8214
NM_021038	chr3	197740
NM_207292	chr3	197740
NM_207293	chr3	166375
NM_207294	chr3	166375
NM_207295	chr3	166375
NM_207296	chr3	166375
NM_207297	chr3	166375
NM_002563	chr3	3106
NM_002886	chr3	6233
NM_015595	chr3	135148
NM_020865	chr3	48814
NM_001038705	chr3	92043
NM_014996	chr3	116497
NM_173657	chr3	43655
NM_004733	chr3	26797
NM_003875	chr3	67194
NM_172160	chr3	418046
NM_003471	chr3	395643
NM_172159	chr3	247718
NM_007107	chr3	14391
NM_015508	chr3	32151
NM_001004316	chr3	219823
NM_020307	chr3	12895
NM_024621	chr3	238646
NM_002852	chr3	6769
NM_003030	chr3	7026
NM_006884	chr3	10136
NM_016625	chr3	434683
NM_022443	chr3	34198
NM_024996	chr3	48042
NM_020169	chr3	6277
NM_206963	chr3	35377
NM_002888	chr3	27836
NM_022736	chr3	27593
NM_014575	chr3	623596
NM_000882	chr3	7177
NM_020800	chr3	142533
NM_001002800	chr3	35310
NM_005496	chr3	34393
NM_173084	chr3	14335
NM_002268	chr3	65413
NM_025047	chr3	1287
NM_139245	chr3	314818
NM_033169	chr3	21011
NM_001038628	chr3	21488
NM_003781	chr3	21488
NM_033167	chr3	21488
NM_033168	chr3	21488
NM_015938	chr3	30697
NM_001041	chr3	99597
NM_014926	chr3	9952
NM_000055	chr3	64558
NM_024687	chr3	139987
NM_006217	chr3	32096
NM_178824	chr3	174815
NM_007217	chr3	50899
NM_145860	chr3	50935
NM_145859	chr3	50956
NM_005025	chr3	89832
NM_014498	chr3	86439
NM_005241	chr3	61544
NM_004991	chr3	514589
NM_032487	chr3	2971
NM_018657	chr3	14483
NM_153353	chr3	19048
NM_182610	chr3	27465
NM_003262	chr3	31580
NM_014373	chr3	46479
NM_024947	chr3	84859
NM_002740	chr3	83540
NM_005414	chr3	35017
NM_005602	chr3	15219
NM_020949	chr3	119298
NM_020390	chr3	20222
NM_000340	chr3	30632
NM_015028	chr3	396181
NM_002662	chr3	137222
NM_022763	chr3	360101
NM_198407	chr3	3252
NM_004122	chr3	870
NM_003810	chr3	17805
NM_020792	chr3	80571
NM_018098	chr3	66966
NM_031955	chr3	251852
NM_014932	chr3	884873
NM_207015	chr3	946316
NM_024665	chr3	175867
NM_181361	chr3	307993
NM_005832	chr3	285599
NM_022470	chr3	48058
NM_152240	chr3	48058
NM_006218	chr3	86185
NM_014407	chr3	8848
NM_171830	chr3	9090
NM_171829	chr3	16977
NM_171828	chr3	24244
NM_016331	chr3	11770
NM_033540	chr3	45527
NM_021629	chr3	52370
NM_001040649	chr2	7610
NM_001087	chr2	6041
NM_020409	chr3	16178
NM_177988	chr3	16178
NM_002492	chr3	19713
NM_003940	chr3	131041
NM_016559	chr3	236468
NM_001763	chr1	4130
NM_001013438	chr3	64497
NM_001013439	chr3	64497
NM_005087	chr3	64497
NM_145261	chr3	6025
NM_003106	chr3	2500
NM_014616	chr3	128129
NM_020640	chr3	37767
NM_000645	chr1	62814
NM_014398	chr3	40620
NM_015078	chr3	250025
NM_001018022	chr3	1461
NM_017644	chr3	48892
NM_018023	chr3	114803
NM_024871	chr3	9696
NM_001037639	chr3	55520
NM_018622	chr3	55520
NM_005688	chr3	98002
NM_001023587	chr3	34186
NM_182537	chr3	7825
NM_130770	chr3	7625
NM_182589	chr3	6816
NM_003907	chr3	10289
NM_004423	chr3	18030
NM_001025205	chr3	9245
NM_004068	chr3	9245
NM_018358	chr3	7908
NM_005787	chr3	6630
NM_000350	chr1	128310
NM_032331	chr3	9098
NM_014693	chr3	43302
NM_033259	chr3	2249
NM_001037324	chr3	16925
NM_002808	chr3	9819
NM_198241	chr3	20790
NM_198242	chr3	20790
NM_198244	chr3	20790
NM_182917	chr3	20052
NM_004953	chr3	15045
NM_144635	chr3	5805
NM_004366	chr3	14873
NM_006232	chr3	5170
NM_000460	chr3	6160
NM_003741	chr3	9757
NM_133462	chr3	8971
NM_001042601	chr3	8971
NM_004443	chr3	20609
NM_022149	chr3	1681
NM_001009921	chr3	240472
NM_015303	chr3	240472
NM_001025266	chr3	74963
NM_001966	chr3	63424
NM_004721	chr3	119655
NM_080652	chr3	8002
NM_139248	chr3	44799
NM_021627	chr3	44853
NM_001007225	chr3	181300
NM_006548	chr3	181300
NM_004593	chr3	21215
NM_004454	chr3	62767
NM_017541	chr3	5935
NM_018138	chr3	20983
NM_016306	chr3	15122
NM_001622	chr3	8219
NM_014375	chr3	12648
NM_000412	chr3	12225
NM_000893	chr3	26622
NM_001967	chr3	6323
NM_002916	chr3	16607
NM_181573	chr3	16607
NM_004797	chr3	15788
NM_173216	chr3	147824
NM_173217	chr3	147824
NM_003032	chr3	56675
NM_052969	chr3	18523
NM_001879	chr3	73815
NM_139125	chr3	57879
NM_001031849	chr3	45145
NM_022147	chr3	3200
NM_001048	chr3	1506
NM_001004312	chr3	4299
NM_138931	chr3	15084
NM_001706	chr3	24311
NM_005578	chr3	666721
NM_198485	chr3	151508
NM_003722	chr3	265847
NM_018192	chr3	164097
NM_021101	chr3	16713
NM_006580	chr3	22492
NM_207316	chr3	21218
NM_134470	chr3	116181
NM_002182	chr3	137411
NM_198184	chr3	37587
NM_198152	chr3	14690
NM_174908	chr3	63091
NM_178335	chr3	63091
NM_021032	chr3	266283
NM_004113	chr3	585643
NM_178496	chr3	121342
NM_020386	chr3	29726
NM_198505	chr3	103682
NM_032279	chr3	152830
NM_015560	chr3	104204
NM_130831	chr3	104204
NM_130832	chr3	104204
NM_130833	chr3	104204
NM_130834	chr3	104204
NM_130835	chr3	104204
NM_130836	chr3	104204
NM_130837	chr3	104204
NM_005524	chr3	2465
NM_130830	chr3	14488
NM_001011655	chr3	45711
NM_138399	chr3	45711
NM_018385	chr3	31392
NM_153690	chr3	3143
NM_152531	chr3	202863
NM_012287	chr3	168274
NM_006241	chr3	28849
NM_001647	chr3	15412
NM_152673	chr3	12575
NM_018725	chr3	19250
NM_015326	chr1	121583
NM_016076	chr1	55981
NM_032409	chr1	18056
NM_005216	chr1	9778
NM_001010938	chr3	32197
NM_005781	chr3	45645
NM_003234	chr3	32592
NM_001001699	chr3	18255
NM_001039617	chr3	13977
NM_152672	chr3	16917
NM_005017	chr3	49327
NM_152773	chr3	27047
NM_152617	chr3	31954
NM_182627	chr3	14353
NM_198565	chr3	22217
NM_032898	chr3	5174
NM_017861	chr3	22453
NM_002577	chr3	92438
NM_152699	chr3	63323
NM_025163	chr3	22490
NM_005929	chr3	26486
NM_033316	chr3	10818
NM_004087	chr3	254025
NM_004051	chr3	46204
NM_203314	chr3	46204
NM_203315	chr3	63540
NM_001011537	chr3	34502
NM_032288	chr3	34502
NM_032773	chr3	80312
NM_032263	chr3	70927
NM_000996	chr3	5668
NM_182631	chr3	22652
NM_152890	chr1	427204
NM_174899	chr2	90618
NM_033356	chr2	27212
NM_017449	chr1	204492
NM_001042702	chr2	9837
NM_080630	chr1	232029
NM_002965	chr1	3173
NM_018379	chr1	11725
NM_006514	chr3	96664
NM_018293	chr3	5551
NM_033029	chr3	83519
NM_198560	chr3	55441
NM_016474	chr3	20912
NM_001040454	chr3	8124
NM_019617	chr2	6407
NM_012249	chr2	41959
NM_017871	chr1	13082
NM_001042665	chr1	19863
NM_198196	chr3	110280
NM_001040100	chr3	27291
NM_013233	chr2	293575
NM_002840	chr1	92796
NM_133177	chr1	90269
NM_002479	chr1	3119
NM_001044392	chr1	4399
NM_001044393	chr1	4399
NM_001045479	chr1	3032
NM_024674	chr1	18950
NM_002038	chr1	6153
NM_001080470	chr1	28391
NM_001039888	chr1	5140
NM_001080422	chr1	4758
NM_001080484	chr1	50525
NM_001080397	chr1	19838
NM_005037	chr3	146506
NM_138712	chr3	146506
NM_138711	chr3	145419
NM_019554	chr1	2187
NM_003145	chr1	11919
NM_015040	chr2	92485
NM_152671	chr2	39281
NM_024085	chr2	10259
NM_001077203	chr3	188966
NM_001077710	chr2	4777
NM_014236	chr1	36552
NM_024420	chr1	160074
NM_025179	chr1	222076
NM_181746	chr1	9791
NM_001042478	chr1	122750
NM_018836	chr1	128746
NM_144586	chr2	25420
NM_001077427	chr2	26573
NM_001079866	chr2	3788
NM_004328	chr2	3788
NM_001042692	chr2	316550
NM_002437	chr2	13609
NM_023016	chr2	4653
NM_003458	chr3	117051
NM_175862	chr3	65762
NM_004892	chr1	20516
NM_152381	chr2	356285
NM_021007	chr2	98478
NM_017709	chr1	22407
NM_152388	chr2	22504
NM_001042599	chr2	1162911
NM_005683	chr2	17898
NM_001042693	chr1	23671
NM_181885	chr1	1145
NM_000258	chr3	5617
NM_001077480	chr1	8543
NM_001040142	chr2	152907
NM_002113	chr1	12456
NM_001077196	chr2	265490
NM_033127	chr1	40809
NM_015268	chr3	121323
NM_148903	chr2	48274
NM_032732	chr3	16532
NM_004931	chr2	20349
NM_001010980	chr1	53215
NM_001766	chr1	6478
NM_007167	chr1	45802
NM_001077394	chr1	36180
NM_001077395	chr1	36180
NM_015958	chr1	36180
NM_003051	chr1	44504
NM_080605	chr1	2790
NM_001079530	chr2	6899
NM_001040623	chr1	10164
NM_015869	chr3	82854
NM_015984	chr1	43622
NM_012396	chr1	3678
NM_017751	chr2	30715
NM_152525	chr2	131745
NM_003468	chr2	6832
NM_000748	chr1	12095
NM_001077481	chr1	8543
NM_015910	chr2	467315
NM_006113	chr1	393764
NM_001004732	chr1	944
NM_007335	chr3	83533
NM_001078170	chr2	36523
NM_020350	chr1	14686
NM_001017975	chr1	22707
NM_001004311	chr2	13334
NM_144573	chr1	25109
NM_002256	chr1	6150
NM_001040196	chr1	14686
NM_001040197	chr1	14686
NM_002381	chr2	20642
NM_001042646	chr3	134522
NM_014965	chr3	52447
NM_007114	chr3	32505
NM_001044385	chr2	23318
NM_033090	chr2	49422
NM_153274	chr1	4170
NM_000348	chr2	56385
NM_014607	chr2	43444
NM_002980	chr2	84610
NM_024744	chr2	72635
NM_000090	chr2	38374
NM_001048210	chr1	33982
NM_001077657	chr3	8487
NM_001079810	chr2	371262
NM_080922	chr1	118409
NM_139119	chr1	29332
NM_012134	chr1	50132
NM_001042758	chr1	113305
NM_018284	chr1	16183
NM_002628	chr3	6051
NM_053024	chr3	6051
NM_004891	chr2	8025
NM_014763	chr2	15425
NM_001040033	chr1	28737
NM_000560	chr1	26836
NM_006577	chr2	28603
NM_004350	chr1	30768
NM_020948	chr1	63661
NM_018313	chr3	140469
NM_001031717	chr3	11583
NM_001077415	chr3	11583
NM_080538	chr3	48739
NM_000312	chr2	10800
NM_017699	chr3	97204
NM_001031702	chr3	118534
NM_032705	chr1	15884
NM_017951	chr2	30715
NM_001040441	chr1	66770
NM_207482	chr2	28256
NM_006287	chr2	90260
NM_001079821	chr1	32930
NM_016022	chr1	3734
NM_020205	chr1	70453
NM_080629	chr1	232029
NM_053027	chr3	272005
NM_053028	chr3	272005
NM_001002258	chr2	5372
NM_182690	chr1	5815
NM_001357	chr1	48432
NM_016953	chr2	449506
NM_002643	chr2	35838
NM_001047980	chr1	10391
NM_000655	chr1	21028
NM_182663	chr1	81737
NM_001081472	chr1	59902
NM_018000	chr2	71033
NM_178042	chr3	25481
NM_001042405	chr1	130978
NM_145330	chr2	8025
NM_198459	chr1	85537
NM_015488	chr2	76401
NM_001034077	chr1	395
NM_001005464	chr1	507
NM_001040874	chr1	533
NM_001040874	chr1	533
NM_001005464	chr1	506
NM_001034077	chr1	395
